sentence,class
If Zane lives in Mandwa then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Mandwa then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Mandwa then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Mandwa then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Quincy lives in Mangaon then Quincy lives in Maharashtra,1
If Quincy lives in Mangaon then Quincy lives in India,1
If Quincy lives in Mangaon then Quincy lives in Asia,1
If Quincy lives in Maharashtra then Quincy lives in India,1
If Quincy lives in Maharashtra then Quincy lives in Asia,1
If Quincy lives in India then Quincy lives in Asia,1
If Quincy lives in Mangaon then Quincy lives in Maharashtra and If Quincy lives in Mangaon then Quincy lives in India,2
If Quincy lives in Mangaon then Quincy lives in Maharashtra or If Quincy lives in Mangaon then Quincy lives in India,3
If Quincy lives in Mangaon then Quincy lives in India and If Quincy lives in Maharashtra then Quincy lives in India,4
If Quincy lives in Mangaon then Quincy lives in Asia and If Quincy lives in Maharashtra then Quincy lives in Asia,4
If Quincy lives in Mangaon then Quincy lives in India or If Quincy lives in Maharashtra then Quincy lives in India,5
If Quincy lives in Mangaon then Quincy lives in Asia or If Quincy lives in Maharashtra then Quincy lives in Asia,5
If Bob lives in Mangrul Pir then Bob lives in Maharashtra,1
If Bob lives in Mangrul Pir then Bob lives in India,1
If Bob lives in Mangrul Pir then Bob lives in Asia,1
If Bob lives in Maharashtra then Bob lives in India,1
If Bob lives in Maharashtra then Bob lives in Asia,1
If Bob lives in India then Bob lives in Asia,1
If Bob lives in Mangrul Pir then Bob lives in Maharashtra and If Bob lives in Mangrul Pir then Bob lives in India,2
If Bob lives in Mangrul Pir then Bob lives in Maharashtra or If Bob lives in Mangrul Pir then Bob lives in India,3
If Bob lives in Mangrul Pir then Bob lives in India and If Bob lives in Maharashtra then Bob lives in India,4
If Bob lives in Mangrul Pir then Bob lives in Asia and If Bob lives in Maharashtra then Bob lives in Asia,4
If Bob lives in Mangrul Pir then Bob lives in India or If Bob lives in Maharashtra then Bob lives in India,5
If Bob lives in Mangrul Pir then Bob lives in Asia or If Bob lives in Maharashtra then Bob lives in Asia,5
If Julia lives in Manjlegaon then Julia lives in Maharashtra,1
If Julia lives in Manjlegaon then Julia lives in India,1
If Julia lives in Manjlegaon then Julia lives in Asia,1
If Julia lives in Maharashtra then Julia lives in India,1
If Julia lives in Maharashtra then Julia lives in Asia,1
If Julia lives in India then Julia lives in Asia,1
If Julia lives in Manjlegaon then Julia lives in Maharashtra and If Julia lives in Manjlegaon then Julia lives in India,2
If Julia lives in Manjlegaon then Julia lives in Maharashtra or If Julia lives in Manjlegaon then Julia lives in India,3
If Julia lives in Manjlegaon then Julia lives in India and If Julia lives in Maharashtra then Julia lives in India,4
If Julia lives in Manjlegaon then Julia lives in Asia and If Julia lives in Maharashtra then Julia lives in Asia,4
If Julia lives in Manjlegaon then Julia lives in India or If Julia lives in Maharashtra then Julia lives in India,5
If Julia lives in Manjlegaon then Julia lives in Asia or If Julia lives in Maharashtra then Julia lives in Asia,5
If Kevin lives in Mankeshwar then Kevin lives in Maharashtra,1
If Kevin lives in Mankeshwar then Kevin lives in India,1
If Kevin lives in Mankeshwar then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Mankeshwar then Kevin lives in Maharashtra and If Kevin lives in Mankeshwar then Kevin lives in India,2
If Kevin lives in Mankeshwar then Kevin lives in Maharashtra or If Kevin lives in Mankeshwar then Kevin lives in India,3
If Kevin lives in Mankeshwar then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Mankeshwar then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Mankeshwar then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Mankeshwar then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Mason lives in Mankhurd then Mason lives in Maharashtra,1
If Mason lives in Mankhurd then Mason lives in India,1
If Mason lives in Mankhurd then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Mankhurd then Mason lives in Maharashtra and If Mason lives in Mankhurd then Mason lives in India,2
If Mason lives in Mankhurd then Mason lives in Maharashtra or If Mason lives in Mankhurd then Mason lives in India,3
If Mason lives in Mankhurd then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Mankhurd then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Mankhurd then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Mankhurd then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Vera lives in Manmad then Vera lives in Maharashtra,1
If Vera lives in Manmad then Vera lives in India,1
If Vera lives in Manmad then Vera lives in Asia,1
If Vera lives in Maharashtra then Vera lives in India,1
If Vera lives in Maharashtra then Vera lives in Asia,1
If Vera lives in India then Vera lives in Asia,1
If Vera lives in Manmad then Vera lives in Maharashtra and If Vera lives in Manmad then Vera lives in India,2
If Vera lives in Manmad then Vera lives in Maharashtra or If Vera lives in Manmad then Vera lives in India,3
If Vera lives in Manmad then Vera lives in India and If Vera lives in Maharashtra then Vera lives in India,4
If Vera lives in Manmad then Vera lives in Asia and If Vera lives in Maharashtra then Vera lives in Asia,4
If Vera lives in Manmad then Vera lives in India or If Vera lives in Maharashtra then Vera lives in India,5
If Vera lives in Manmad then Vera lives in Asia or If Vera lives in Maharashtra then Vera lives in Asia,5
If Mason lives in Manor then Mason lives in Maharashtra,1
If Mason lives in Manor then Mason lives in India,1
If Mason lives in Manor then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Manor then Mason lives in Maharashtra and If Mason lives in Manor then Mason lives in India,2
If Mason lives in Manor then Mason lives in Maharashtra or If Mason lives in Manor then Mason lives in India,3
If Mason lives in Manor then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
If Mason lives in Manor then Mason lives in Asia and If Mason lives in Maharashtra then Mason lives in Asia,4
If Mason lives in Manor then Mason lives in India or If Mason lives in Maharashtra then Mason lives in India,5
If Mason lives in Manor then Mason lives in Asia or If Mason lives in Maharashtra then Mason lives in Asia,5
If Yara lives in Mansar then Yara lives in Maharashtra,1
If Yara lives in Mansar then Yara lives in India,1
If Yara lives in Mansar then Yara lives in Asia,1
If Yara lives in Maharashtra then Yara lives in India,1
If Yara lives in Maharashtra then Yara lives in Asia,1
If Yara lives in India then Yara lives in Asia,1
If Yara lives in Mansar then Yara lives in Maharashtra and If Yara lives in Mansar then Yara lives in India,2
If Yara lives in Mansar then Yara lives in Maharashtra or If Yara lives in Mansar then Yara lives in India,3
If Yara lives in Mansar then Yara lives in India and If Yara lives in Maharashtra then Yara lives in India,4
If Yara lives in Mansar then Yara lives in Asia and If Yara lives in Maharashtra then Yara lives in Asia,4
If Yara lives in Mansar then Yara lives in India or If Yara lives in Maharashtra then Yara lives in India,5
If Yara lives in Mansar then Yara lives in Asia or If Yara lives in Maharashtra then Yara lives in Asia,5
If Diana lives in Manwat then Diana lives in Maharashtra,1
If Diana lives in Manwat then Diana lives in India,1
If Diana lives in Manwat then Diana lives in Asia,1
If Diana lives in Maharashtra then Diana lives in India,1
If Diana lives in Maharashtra then Diana lives in Asia,1
If Diana lives in India then Diana lives in Asia,1
If Diana lives in Manwat then Diana lives in Maharashtra and If Diana lives in Manwat then Diana lives in India,2
If Diana lives in Manwat then Diana lives in Maharashtra or If Diana lives in Manwat then Diana lives in India,3
If Diana lives in Manwat then Diana lives in India and If Diana lives in Maharashtra then Diana lives in India,4
If Diana lives in Manwat then Diana lives in Asia and If Diana lives in Maharashtra then Diana lives in Asia,4
If Diana lives in Manwat then Diana lives in India or If Diana lives in Maharashtra then Diana lives in India,5
If Diana lives in Manwat then Diana lives in Asia or If Diana lives in Maharashtra then Diana lives in Asia,5
If Kevin lives in Maregaon then Kevin lives in Maharashtra,1
If Kevin lives in Maregaon then Kevin lives in India,1
If Kevin lives in Maregaon then Kevin lives in Asia,1
If Kevin lives in Maharashtra then Kevin lives in India,1
If Kevin lives in Maharashtra then Kevin lives in Asia,1
If Kevin lives in India then Kevin lives in Asia,1
If Kevin lives in Maregaon then Kevin lives in Maharashtra and If Kevin lives in Maregaon then Kevin lives in India,2
If Kevin lives in Maregaon then Kevin lives in Maharashtra or If Kevin lives in Maregaon then Kevin lives in India,3
If Kevin lives in Maregaon then Kevin lives in India and If Kevin lives in Maharashtra then Kevin lives in India,4
If Kevin lives in Maregaon then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Maregaon then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Maregaon then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Umar lives in Mastiholi then Umar lives in Maharashtra,1
If Umar lives in Mastiholi then Umar lives in India,1
If Umar lives in Mastiholi then Umar lives in Asia,1
If Umar lives in Maharashtra then Umar lives in India,1
If Umar lives in Maharashtra then Umar lives in Asia,1
If Umar lives in India then Umar lives in Asia,1
If Umar lives in Mastiholi then Umar lives in Maharashtra and If Umar lives in Mastiholi then Umar lives in India,2
If Umar lives in Mastiholi then Umar lives in Maharashtra or If Umar lives in Mastiholi then Umar lives in India,3
If Umar lives in Mastiholi then Umar lives in India and If Umar lives in Maharashtra then Umar lives in India,4
If Umar lives in Mastiholi then Umar lives in Asia and If Umar lives in Maharashtra then Umar lives in Asia,4
If Umar lives in Mastiholi then Umar lives in India or If Umar lives in Maharashtra then Umar lives in India,5
If Umar lives in Mastiholi then Umar lives in Asia or If Umar lives in Maharashtra then Umar lives in Asia,5
If Charlie lives in Masur India then Charlie lives in Maharashtra,1
If Charlie lives in Masur India then Charlie lives in India,1
If Charlie lives in Masur India then Charlie lives in Asia,1
If Charlie lives in Maharashtra then Charlie lives in India,1
If Charlie lives in Maharashtra then Charlie lives in Asia,1
If Charlie lives in India then Charlie lives in Asia,1
If Charlie lives in Masur India then Charlie lives in Maharashtra and If Charlie lives in Masur India then Charlie lives in India,2
If Charlie lives in Masur India then Charlie lives in Maharashtra or If Charlie lives in Masur India then Charlie lives in India,3
If Charlie lives in Masur India then Charlie lives in India and If Charlie lives in Maharashtra then Charlie lives in India,4
If Charlie lives in Masur India then Charlie lives in Asia and If Charlie lives in Maharashtra then Charlie lives in Asia,4
If Charlie lives in Masur India then Charlie lives in India or If Charlie lives in Maharashtra then Charlie lives in India,5
If Charlie lives in Masur India then Charlie lives in Asia or If Charlie lives in Maharashtra then Charlie lives in Asia,5
If Mason lives in Matheran then Mason lives in Maharashtra,1
If Mason lives in Matheran then Mason lives in India,1
If Mason lives in Matheran then Mason lives in Asia,1
If Mason lives in Maharashtra then Mason lives in India,1
If Mason lives in Maharashtra then Mason lives in Asia,1
If Mason lives in India then Mason lives in Asia,1
If Mason lives in Matheran then Mason lives in Maharashtra and If Mason lives in Matheran then Mason lives in India,2
If Mason lives in Matheran then Mason lives in Maharashtra or If Mason lives in Matheran then Mason lives in India,3
If Mason lives in Matheran then Mason lives in India and If Mason lives in Maharashtra then Mason lives in India,4
